y,gender,senior,married,time,phone,lines,internet,security,backup,protection,support,TV,movies,billing,payment,chargesMonth,chargesTotal
1,Male,0,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,No,Electronic check,84.3,235.05
2,Male,0,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.95,19.95
2,Male,1,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94,181.7
1,Male,0,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.95,416.4
2,Male,1,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,44.15,92.65
2,Female,0,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.4,281
1,Female,0,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Electronic check,49.9,49.9
1,Female,1,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,90.7,2835.5
1,Female,0,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,No,Credit card (automatic),51.05,1815
2,Female,1,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,79.4,205.05
1,Female,0,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,81.15,2545.75
1,Female,0,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Credit card (automatic),70.9,4911.35
1,Male,0,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.45,943
2,Male,1,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.9,1364.3
1,Female,0,Yes,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),85,5484.4
1,Female,0,Yes,43,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),51.25,2151.6
2,Male,0,No,4,Yes,No,DSL,Yes,No,No,No,No,No,No,Electronic check,49.35,219.65
1,Female,1,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),94.2,5895.45
2,Female,0,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,91.1,455.3
2,Male,0,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,100.95,1875.55
1,Male,0,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.15,1505.9
1,Male,0,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,Mailed check,55.1,1466.1
1,Male,0,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,No,Mailed check,65.55,237.2
1,Female,0,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.7,395.6
1,Female,0,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Yes,Electronic check,48.6,48.6
1,Female,0,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),69.5,1652.1
1,Female,0,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),91.35,6697.2
1,Male,0,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,Electronic check,98.6,5581.05
2,Female,0,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,111.1,6014.85
1,Male,0,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),73.9,3958.25
1,Female,0,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),21.05,531.55
1,Male,0,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.9,505.45
1,Male,0,Yes,25,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Credit card (automatic),55.55,1405.3
1,Female,1,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,Electronic check,80.7,374.8
1,Female,1,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),104.05,7413.55
1,Male,1,Yes,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Credit card (automatic),75.15,3480.35
1,Male,1,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,93.6,2404.1
1,Female,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),118.75,8672.45
1,Female,0,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.55,124.45
2,Female,1,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),94.55,3640.45
1,Female,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,115.5,8425.15
2,Male,1,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Mailed check,83.8,1029.75
1,Male,0,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Bank transfer (automatic),55.7,335.65
1,Male,0,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.7,117.8
2,Female,0,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.2,474.8
1,Female,0,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),58.75,3038.55
1,Male,0,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Credit card (automatic),49.8,49.8
1,Female,0,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,84.6,2088.05
1,Female,0,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,No,Credit card (automatic),45.55,2108.35
1,Female,0,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Mailed check,60.6,1156.35
1,Male,0,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Mailed check,94.8,3131.55
1,Female,0,No,9,No,No phone service,DSL,No,Yes,No,No,No,Yes,No,Electronic check,40.75,359.4
2,Male,1,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,91.4,449.75
1,Female,0,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.25,814.75
2,Female,0,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,No,Mailed check,50.45,50.45
1,Female,0,Yes,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),64.85,2908.2
1,Female,0,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.35,335.95
1,Male,0,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,25.05,949.85
2,Male,0,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,84.5,4254.85
1,Female,0,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Electronic check,54.65,54.65
2,Male,1,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),110.9,7432.05
2,Male,1,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,89.5,2196.15
1,Male,0,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.1,1737.45
1,Female,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),117.15,8529.5
2,Male,0,No,2,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,25.05,56.35
1,Female,0,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,No,Mailed check,40.3,92.5
1,Female,0,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.7,301.55
1,Male,0,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,69.05,1793.25
2,Male,0,Yes,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Electronic check,84.35,4059.35
2,Female,1,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.35,334.8
1,Male,0,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Electronic check,54.95,1348.5
2,Female,0,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Bank transfer (automatic),75.15,496.9
1,Female,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),109.7,8129.3
2,Female,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,No,Mailed check,25.2,25.2
1,Female,1,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),89.1,6352.4
2,Male,0,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),97.1,3706.95
1,Female,0,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),34.2,1782
1,Male,0,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,97.95,4917.9
2,Female,0,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Electronic check,84.85,3303.05
1,Female,0,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),81.15,5224.5
1,Male,0,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Electronic check,105.55,7405.5
1,Female,0,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.3,45.3
2,Male,1,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card (automatic),85.25,3132.75
1,Female,0,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),35.05,1620.25
1,Female,1,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,89.85,6293.45
1,Male,0,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No,Electronic check,85.45,2289.9
1,Male,0,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Electronic check,95.4,4445.3
2,Female,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.85,63.75
1,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.95,20.95
1,Female,0,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Bank transfer (automatic),84.7,5711.05
2,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.2,20.2
1,Male,0,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,19.75,899.45
1,Male,0,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),96.95,5432.2
1,Female,0,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),79.5,5661.7
1,Female,0,No,5,Yes,No,DSL,No,Yes,No,No,No,No,No,Bank transfer (automatic),50.55,244.75
1,Female,0,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.35,433.75
1,Male,0,Yes,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Credit card (automatic),80.45,3375.9
1,Male,0,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.5,343.6
1,Female,0,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Yes,Electronic check,64.5,1985.15
1,Male,0,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,Electronic check,81.05,5135.35
1,Male,0,No,3,Yes,No,DSL,No,No,No,No,No,Yes,No,Mailed check,54.65,189.1
1,Female,0,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Electronic check,89.55,2259.35
2,Male,0,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,104.15,5743.05
1,Female,0,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Electronic check,78.45,3126.45
2,Female,0,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Electronic check,90.1,1612.75
1,Female,0,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Electronic check,89.05,1886.25
2,Female,0,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),77.65,714.15
1,Female,0,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,90.75,512.25
1,Female,0,Yes,45,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,No,Bank transfer (automatic),51,2264.5
2,Male,1,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,98.75,1587.55
1,Male,1,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),84.9,5785.65
1,Female,0,Yes,25,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Electronic check,54.1,1373
1,Female,1,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,55,3094.05
2,Male,1,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.1,3744.05
1,Male,0,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.4,1284.2
1,Male,0,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,Mailed check,80.6,4348.1
1,Female,0,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.75,757.95
1,Male,0,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.6,189.45
1,Male,0,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),106.8,5498.8
1,Male,0,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),60.5,3694.45
1,Female,0,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Bank transfer (automatic),86.8,5327.25
1,Female,0,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Mailed check,65.5,3801.3
1,Female,0,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,25.75,882.55
2,Female,1,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.95,69.95
1,Female,0,Yes,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),55.5,3166.9
1,Male,0,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),85.95,5931.75
1,Male,0,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Electronic check,51.1,2092.9
2,Female,0,No,1,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,24.6,24.6
2,Female,0,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Electronic check,56.25,56.25
1,Female,0,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,39.8
1,Female,1,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,71.25,71.25
1,Male,0,Yes,28,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Mailed check,54.35,1426.45
1,Female,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.4,63.15
1,Male,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Bank transfer (automatic),105.6,7581.5
1,Female,0,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),106.05,6703.5
1,Male,0,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Credit card (automatic),76.75,5233.25
1,Female,0,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),85.9,6110.75
2,Female,0,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,88.95,355.2
1,Male,0,No,11,No,No phone service,DSL,No,Yes,Yes,No,No,No,No,Mailed check,34.7,383.55
2,Male,1,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.1,1474.75
2,Male,1,No,2,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.95,85.15
1,Male,1,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Electronic check,89.1,5618.3
1,Female,0,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,21,1210.3
1,Male,0,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,Mailed check,100.55,3895.35
2,Female,0,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.5,514
1,Male,0,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.1,2162.6
1,Female,0,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,No,Mailed check,49.85,1336.15
1,Male,0,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.8,465.45
2,Male,0,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,24.9,1334
1,Male,0,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),98.7,6858.9
1,Male,1,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),105.75,7382.85
1,Female,0,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),101.25,5301.1
1,Female,0,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,75.75,777.3
1,Female,0,No,2,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,44.45,82.7
1,Male,0,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),99.65,2404.85
1,Female,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),116.85,8477.7
2,Male,1,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),70.15,2497.35
1,Male,1,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,45.85,45.85
1,Male,1,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,105.05,7171.7
2,Female,0,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.55,166.3
1,Male,0,Yes,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Mailed check,55.05,2030.75
2,Male,0,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,No,Electronic check,35.9,35.9
1,Female,0,Yes,68,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),55.9,3848.8
1,Female,0,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),108.75,7493.05
1,Male,1,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Electronic check,93.55,3055.5
1,Male,0,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,100.3,6754.35
1,Female,0,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.15,800.3
2,Female,0,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.75,692.1
2,Male,1,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.35,75.35
1,Female,0,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Mailed check,65,2879.9
1,Female,1,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),108.75,5431.9
1,Male,0,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.5,1026.35
1,Male,0,Yes,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),85.45,6227.5
2,Male,1,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card (automatic),80.3,2483.05
1,Male,0,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),50.55,3364.55
1,Male,0,No,1,Yes,No,DSL,No,No,No,Yes,No,No,No,Credit card (automatic),49,49
2,Female,1,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.05,1290
1,Female,0,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),117.6,8308.9
1,Female,0,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),105,7589.8
1,Male,0,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,400
1,Male,0,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,24.5,1816.2
1,Female,0,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,109.6
2,Female,0,Yes,16,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Yes,Electronic check,49.95,810.2
1,Female,0,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),112.35,7388.45
1,Male,0,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Electronic check,49,749.25
2,Male,0,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Mailed check,99,1301.7
2,Male,1,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),104.55,5794.65
1,Male,0,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),79.85,4308.25
1,Male,0,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Credit card (automatic),70.8,4859.95
1,Female,0,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),57.8,4039.3
1,Male,0,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),79.75,4217.8
1,Female,0,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.85,1326.35
1,Male,0,Yes,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),74.8,5315.8
2,Female,1,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,75.45,158.4
2,Male,0,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.1,659.65
1,Male,0,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.75,265.75
2,Male,1,Yes,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),100.05,6871.9
2,Female,0,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Credit card (automatic),54.35,2460.15
1,Female,0,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.25,717.95
1,Male,0,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,No,Credit card (automatic),50.6,1653.45
1,Male,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.25,20.25
